매장명,상점번호,계정ID,조회월,날짜,광고지출,노출수,클릭수,주문수,주문금액,광고효과(%)
상상오리 공릉점,14485291,yost1234,2026-01,1.28,22432,2125,32,6,182900,7.72배
상상오리 공릉점,14485291,yost1234,2026-01,1.29,33648,2503,48,10,325000,9.14배
상상오리 공릉점,14485291,yost1234,2026-01,1.30,31545,2584,45,11,380300,11.16배
상상오리 공릉점,14485291,yost1234,2026-01,1.31,39957,2861,57,12,407900,9.46배
상상오리 공릉점,14485291,yost1234,2026-02,2.1,44163,2910,63,11,310800,6.14배
상상오리 공릉점,14485291,yost1234,2026-02,2.2,39256,2366,56,9,284700,6.42배
상상오리 공릉점,14485291,yost1234,2026-02,2.3,42761,2729,61,13,456000,9.97배
상상오리 공릉점,14485291,yost1234,2026-02,2.4,30143,2591,43,8,277000,8.49배
상상오리 공릉점,14485291,yost1234,2026-02,2.5,37854,2947,54,13,379800,9.12배
상상오리 공릉점,14485291,yost1234,2026-02,2.6,53977,4178,77,14,459400,7.92배
상상오리 공릉점,14485291,yost1234,2026-02,2.7,57482,7646,82,12,353000,5.71배
상상오리 공릉점,14485291,yost1234,2026-02,2.8,50472,4257,72,14,428900,8.09배
상상오리 공릉점,14485291,yost1234,2026-02,2.9,50472,3902,72,12,465900,8.75배
상상오리 공릉점,14485291,yost1234,2026-02,2.10,35751,2518,51,7,240000,6.11배
상상오리 공릉점,14485291,yost1234,2026-02,2.11,38555,1806,55,10,343200,8.28배
상상오리 공릉점,14485291,yost1234,2026-02,2.12,41359,1786,59,12,435000,9.89배
상상오리 공릉점,14485291,yost1234,2026-02,2.13,32947,1693,47,11,422900,12.39배
상상오리 공릉점,14485291,yost1234,2026-02,2.14,23834,1744,34,9,376000,14.6배
상상오리 공릉점,14485291,yost1234,2026-02,2.15,21731,1398,31,8,308900,13.01배
상상오리 공릉점,14485291,yost1234,2026-02,2.16,29442,1828,42,6,221900,6.99배
상상오리 공릉점,14485291,yost1234,2026-02,2.17,39957,3179,57,8,275000,6.52배
상상오리 공릉점,14485291,yost1234,2026-02,2.18,35050,2382,50,11,331200,8.82배
상상오리 공릉점,14485291,yost1234,2026-02,2.19,32947,1771,47,12,446800,12.37배
상상오리 공릉점,14485291,yost1234,2026-02,2.20,36452,1980,52,12,451500,11.58배
상상오리 공릉점,14485291,yost1234,2026-02,2.21,33648,1530,48,8,269800,7.26배
상상오리 공릉점,14485291,yost1234,2026-02,2.22,30143,1564,43,10,369800,11.16배
상상오리 공릉점,14485291,yost1234,2026-02,2.23,0,0,0,0,0,0배
상상오리 공릉점,14485291,yost1234,2026-02,2.24,0,0,0,0,0,0배
상상오리 공릉점,14485291,yost1234,2026-02,2.25,0,0,0,0,0,0배
상상오리 공릉점,14485291,yost1234,2026-02,2.26,0,0,0,0,0,0배
상상오리 공릉점,14485291,yost1234,2026-02,2.27,0,0,0,0,0,0배
상상오리 공릉점,14485291,yost1234,2026-02,2.28,0,0,0,0,0,0배
상상오리 광명점,14374043,mydo511,2025-09,9.1,46215,2480,65,8,294700,6.34배
상상오리 광명점,14374043,mydo511,2025-09,9.2,34839,1117,49,8,315700,8.91배
상상오리 광명점,14374043,mydo511,2025-09,9.3,31284,1158,44,6,222400,6.95배
상상오리 광명점,14374043,mydo511,2025-09,9.4,53325,3038,75,9,388000,7배
상상오리 광명점,14374043,mydo511,2025-09,9.5,54036,3541,76,13,504600,8.93배
상상오리 광명점,14374043,mydo511,2025-09,9.6,92430,5739,130,11,457500,4.59배
상상오리 광명점,14374043,mydo511,2025-09,9.7,78210,5723,110,17,710200,8.8배
상상오리 광명점,14374043,mydo511,2025-09,9.8,41949,2235,59,7,276200,6.37배
상상오리 광명점,14374043,mydo511,2025-09,9.9,41238,2595,58,8,324600,7.66배
상상오리 광명점,14374043,mydo511,2025-09,9.10,60435,2863,85,6,241100,3.87배
상상오리 광명점,14374043,mydo511,2025-09,9.11,53325,3059,75,9,343600,6.21배
상상오리 광명점,14374043,mydo511,2025-09,9.12,61146,3736,86,7,262300,4.17배
상상오리 광명점,14374043,mydo511,2025-09,9.13,79632,5359,112,10,402400,4.82배
상상오리 광명점,14374043,mydo511,2025-09,9.14,95985,6334,135,15,596900,6.02배
상상오리 광명점,14374043,mydo511,2025-09,9.15,53325,3880,75,10,407300,7.32배
상상오리 광명점,14374043,mydo511,2025-09,9.16,58302,4303,82,4,159600,2.62배
상상오리 광명점,14374043,mydo511,2025-09,9.17,66123,3927,93,8,351000,4.97배
상상오리 광명점,14374043,mydo511,2025-09,9.18,44793,3811,63,7,259100,5.32배
상상오리 광명점,14374043,mydo511,2025-09,9.19,68967,5075,97,18,730400,9.83배
상상오리 광명점,14374043,mydo511,2025-09,9.20,83187,6947,117,12,564500,6.38배
상상오리 광명점,14374043,mydo511,2025-09,9.21,86031,8356,121,13,507000,5.38배
상상오리 광명점,14374043,mydo511,2025-09,9.22,49059,3792,69,8,357000,6.79배
상상오리 광명점,14374043,mydo511,2025-09,9.23,53325,3953,75,10,395700,7.11배
상상오리 광명점,14374043,mydo511,2025-09,9.24,66123,4451,93,9,333100,4.75배
상상오리 광명점,14374043,mydo511,2025-09,9.25,53325,4845,75,9,350100,6.26배
상상오리 광명점,14374043,mydo511,2025-09,9.26,56169,4306,79,15,601900,9.98배
상상오리 광명점,14374043,mydo511,2025-09,9.27,63279,7050,89,16,593200,8.62배
상상오리 광명점,14374043,mydo511,2025-09,9.28,81765,8521,115,17,688200,7.86배
상상오리 광명점,14374043,mydo511,2025-09,9.29,48348,3228,68,9,341800,6.51배
상상오리 광명점,14374043,mydo511,2025-09,9.30,51903,7242,73,9,361800,6.5배
상상오리 광명점,14374043,mydo511,2025-10,10.1,56169,4822,79,10,380800,6.35배
상상오리 광명점,14374043,mydo511,2025-10,10.2,41949,4895,59,9,361000,7.96배
상상오리 광명점,14374043,mydo511,2025-10,10.3,57591,6063,81,14,548400,8.74배
상상오리 광명점,14374043,mydo511,2025-10,10.4,51192,6345,72,11,489500,8.92배
상상오리 광명점,14374043,mydo511,2025-10,10.5,63279,7081,89,12,474300,6.86배
상상오리 광명점,14374043,mydo511,2025-10,10.6,110205,11613,155,19,794900,7.07배
상상오리 광명점,14374043,mydo511,2025-10,10.7,101673,11073,143,20,902100,8.45배
상상오리 광명점,14374043,mydo511,2025-10,10.8,91008,8734,128,17,695000,7.1배
상상오리 광명점,14374043,mydo511,2025-10,10.9,64701,7045,91,13,655300,9.53배
상상오리 광명점,14374043,mydo511,2025-10,10.10,66834,7304,94,11,448300,6.47배
상상오리 광명점,14374043,mydo511,2025-10,10.11,71100,8995,100,11,470800,6.27배
상상오리 광명점,14374043,mydo511,2025-10,10.12,70389,10109,99,13,492600,6.47배
상상오리 광명점,14374043,mydo511,2025-10,10.13,60435,5439,85,7,250300,3.78배
상상오리 광명점,14374043,mydo511,2025-10,10.14,34128,4089,48,9,343100,8.11배
상상오리 광명점,14374043,mydo511,2025-10,10.15,31284,3281,44,8,332200,9.94배
상상오리 광명점,14374043,mydo511,2025-10,10.16,40527,3977,57,11,440300,10.37배
상상오리 광명점,14374043,mydo511,2025-10,10.17,55458,4575,78,4,150600,2.64배
상상오리 광명점,14374043,mydo511,2025-10,10.18,39816,4422,56,11,476900,11.43배
상상오리 광명점,14374043,mydo511,2025-10,10.19,51903,5195,73,10,375800,6.89배
상상오리 광명점,14374043,mydo511,2025-10,10.20,43371,4089,61,7,355000,8배
상상오리 광명점,14374043,mydo511,2025-10,10.21,54636,4857,76,9,335500,5.85배
상상오리 광명점,14374043,mydo511,2025-10,10.22,50388,4370,68,11,508700,9.25배
상상오리 광명점,14374043,mydo511,2025-10,10.23,68913,5305,93,14,547900,7.59배
상상오리 광명점,14374043,mydo511,2025-10,10.24,72618,6880,98,16,624700,8.19배
상상오리 광명점,14374043,mydo511,2025-10,10.25,85215,8638,115,13,488000,5.51배
상상오리 광명점,14374043,mydo511,2025-10,10.26,85215,10204,115,11,383900,4.31배
상상오리 광명점,14374043,mydo511,2025-10,10.27,60021,5182,81,7,267300,4.33배
상상오리 광명점,14374043,mydo511,2025-10,10.28,59280,5242,80,14,532600,8.56배
상상오리 광명점,14374043,mydo511,2025-10,10.29,49647,5265,67,8,341200,6.64배
상상오리 광명점,14374043,mydo511,2025-10,10.30,55575,6486,75,10,385600,6.65배
상상오리 광명점,14374043,mydo511,2025-10,10.31,60021,5680,81,11,408900,6.6배
상상오리 광명점,14374043,mydo511,2025-11,11.1,76323,7089,103,8,342200,4.28배
상상오리 광명점,14374043,mydo511,2025-11,11.2,64467,8064,87,16,633100,9.52배
상상오리 광명점,14374043,mydo511,2025-11,11.3,51129,4413,69,10,338600,6.35배
상상오리 광명점,14374043,mydo511,2025-11,11.4,65949,4896,89,13,487200,7.07배
상상오리 광명점,14374043,mydo511,2025-11,11.5,48165,4046,65,11,434100,8.65배
상상오리 광명점,14374043,mydo511,2025-11,11.6,32604,4034,44,3,111700,3.3배
상상오리 광명점,14374043,mydo511,2025-11,11.7,52611,4094,71,11,451500,8.19배
상상오리 광명점,14374043,mydo511,2025-11,11.8,58539,5846,79,8,383800,6.35배
상상오리 광명점,14374043,mydo511,2025-11,11.9,71877,8350,97,18,700400,9.24배
상상오리 광명점,14374043,mydo511,2025-11,11.10,46683,4144,63,6,232100,4.78배
상상오리 광명점,14374043,mydo511,2025-11,11.11,50388,4666,68,11,442800,8.34배
상상오리 광명점,14374043,mydo511,2025-11,11.12,50388,4685,68,5,199200,3.81배
상상오리 광명점,14374043,mydo511,2025-11,11.13,49647,4516,67,11,414300,7.85배
상상오리 광명점,14374043,mydo511,2025-11,11.14,49647,4115,67,8,310700,6.03배
상상오리 광명점,14374043,mydo511,2025-11,11.15,76323,6672,103,17,683200,8.68배
상상오리 광명점,14374043,mydo511,2025-11,11.16,78546,8384,106,16,606400,7.4배
상상오리 광명점,14374043,mydo511,2025-11,11.17,44460,4210,60,9,331000,7.33배
상상오리 광명점,14374043,mydo511,2025-11,11.18,57798,4968,78,11,407900,6.73배
상상오리 광명점,14374043,mydo511,2025-11,11.19,48165,4496,65,9,350100,6.94배
상상오리 광명점,14374043,mydo511,2025-11,11.20,59280,3680,80,12,437200,7.1배
상상오리 광명점,14374043,mydo511,2025-11,11.21,42978,3834,58,12,504700,11.32배
상상오리 광명점,14374043,mydo511,2025-11,11.22,55575,4812,75,17,703000,12.16배
상상오리 광명점,14374043,mydo511,2025-11,11.23,81510,6038,110,13,504500,5.93배
상상오리 광명점,14374043,mydo511,2025-11,11.24,54834,3855,74,14,617900,10.97배
상상오리 광명점,14374043,mydo511,2025-11,11.25,57057,4187,77,11,415300,7.01배
상상오리 광명점,14374043,mydo511,2025-11,11.26,45942,3887,62,7,260800,5.35배
상상오리 광명점,14374043,mydo511,2025-11,11.27,54834,5079,74,11,442600,7.85배
상상오리 광명점,14374043,mydo511,2025-11,11.28,47424,4298,64,10,382900,7.76배
상상오리 광명점,14374043,mydo511,2025-11,11.29,60762,6146,82,8,303200,4.86배
상상오리 광명점,14374043,mydo511,2025-11,11.30,62244,6496,84,14,518200,8.15배
상상오리 광명점,14374043,mydo511,2025-12,12.1,40755,3247,55,7,293600,7.01배
상상오리 광명점,14374043,mydo511,2025-12,12.2,42978,3658,58,8,277900,6.23배
상상오리 광명점,14374043,mydo511,2025-12,12.3,47424,3450,64,12,513400,10.36배
상상오리 광명점,14374043,mydo511,2025-12,12.4,37791,3787,51,4,181500,4.67배
상상오리 광명점,14374043,mydo511,2025-12,12.5,48165,4481,65,17,625200,12.13배
상상오리 광명점,14374043,mydo511,2025-12,12.6,57798,6685,78,10,467800,7.71배
상상오리 광명점,14374043,mydo511,2025-12,12.7,85215,8097,115,19,731000,7.87배
상상오리 광명점,14374043,mydo511,2025-12,12.8,41496,3351,56,12,437700,9.51배
상상오리 광명점,14374043,mydo511,2025-12,12.9,42978,3174,58,11,409800,8.93배
상상오리 광명점,14374043,mydo511,2025-12,12.10,43719,2909,59,9,371800,8.07배
상상오리 광명점,14374043,mydo511,2025-12,12.11,50766,4318,66,10,363900,6.4배
상상오리 광명점,14374043,mydo511,2025-12,12.12,57054,3851,74,17,648600,10.3배
상상오리 광명점,14374043,mydo511,2025-12,12.13,90408,7447,118,21,892500,8.87배
상상오리 광명점,14374043,mydo511,2025-12,12.14,60762,5342,82,13,601700,8.91배
상상오리 광명점,14374043,mydo511,2025-12,12.15,41496,2138,56,9,311300,6.47배
상상오리 광명점,14374043,mydo511,2025-12,12.16,38532,2573,52,5,183100,4.08배
상상오리 광명점,14374043,mydo511,2025-12,12.17,49647,3720,67,14,514000,9.63배
상상오리 광명점,14374043,mydo511,2025-12,12.18,40755,3897,55,7,324800,7.53배
상상오리 광명점,14374043,mydo511,2025-12,12.19,57057,3887,77,10,345100,5.65배
상상오리 광명점,14374043,mydo511,2025-12,12.20,71136,7437,96,14,521800,6.78배
상상오리 광명점,14374043,mydo511,2025-12,12.21,81510,7825,110,20,735900,8.34배
상상오리 광명점,14374043,mydo511,2025-12,12.22,54834,5866,74,14,543000,9.32배
상상오리 광명점,14374043,mydo511,2025-12,12.23,51870,6684,70,14,526800,9.29배
상상오리 광명점,14374043,mydo511,2025-12,12.24,60762,2108,82,24,922900,14.09배
상상오리 광명점,14374043,mydo511,2025-12,12.25,83733,3038,113,26,1057200,11.74배
상상오리 광명점,14374043,mydo511,2025-12,12.26,63726,3864,86,21,812000,11.85배
상상오리 광명점,14374043,mydo511,2025-12,12.27,52611,7171,71,8,296900,5.13배
상상오리 광명점,14374043,mydo511,2025-12,12.28,75582,13916,102,15,573500,7.03배
상상오리 광명점,14374043,mydo511,2025-12,12.29,45942,8801,62,9,316100,6.42배
상상오리 광명점,14374043,mydo511,2025-12,12.30,59280,10513,80,14,519100,8.23배
상상오리 광명점,14374043,mydo511,2025-12,12.31,84474,6849,114,22,844400,9.21배
상상오리 광명점,14374043,mydo511,2026-01,1.1,99294,8311,134,23,871900,8.26배
상상오리 광명점,14374043,mydo511,2026-01,1.2,51129,4162,69,9,338000,6.12배
상상오리 광명점,14374043,mydo511,2026-01,1.3,68172,4284,92,15,571100,7.79배
상상오리 광명점,14374043,mydo511,2026-01,1.4,64467,4540,87,10,433900,6.34배
상상오리 광명점,14374043,mydo511,2026-01,1.5,53352,3241,72,15,541700,9.2배
상상오리 광명점,14374043,mydo511,2026-01,1.6,45942,3359,62,10,362500,7.32배
상상오리 광명점,14374043,mydo511,2026-01,1.7,49647,3722,67,11,445800,8.45배
상상오리 광명점,14374043,mydo511,2026-01,1.8,53352,1936,72,13,513700,9.02배
상상오리 광명점,14374043,mydo511,2026-01,1.9,47424,2906,64,13,462800,9.37배
상상오리 광명점,14374043,mydo511,2026-01,1.10,60762,3548,82,14,552700,8.42배
상상오리 광명점,14374043,mydo511,2026-01,1.11,61503,2969,83,12,452700,6.77배
상상오리 광명점,14374043,mydo511,2026-01,1.12,34827,1944,47,7,264800,7.12배
상상오리 광명점,14374043,mydo511,2026-01,1.13,48165,2740,65,12,419600,8.03배
상상오리 광명점,14374043,mydo511,2026-01,1.14,49647,5408,67,15,607800,11.4배
상상오리 광명점,14374043,mydo511,2026-01,1.15,51129,5120,69,11,372500,6.82배
상상오리 광명점,14374043,mydo511,2026-01,1.16,50388,4880,68,7,264300,4.69배
상상오리 광명점,14374043,mydo511,2026-01,1.17,71877,5488,97,18,663300,8.56배
상상오리 광명점,14374043,mydo511,2026-01,1.18,81510,5523,110,21,801600,9.2배
상상오리 광명점,14374043,mydo511,2026-01,1.19,60762,4286,82,16,581100,8.67배
상상오리 광명점,14374043,mydo511,2026-01,1.20,53352,5071,72,15,541900,9.58배
상상오리 광명점,14374043,mydo511,2026-01,1.21,57798,4069,78,18,734500,11.7배
상상오리 광명점,14374043,mydo511,2026-01,1.22,45942,4123,62,10,383000,7.91배
상상오리 광명점,14374043,mydo511,2026-01,1.23,65208,3659,88,14,543100,7.61배
상상오리 광명점,14374043,mydo511,2026-01,1.24,48906,5282,66,12,446700,8.35배
상상오리 광명점,14374043,mydo511,2026-01,1.25,57057,4566,77,13,476000,7.78배
상상오리 광명점,14374043,mydo511,2026-01,1.26,51870,3275,70,19,776100,13.96배
상상오리 광명점,14374043,mydo511,2026-01,1.27,37791,3696,51,11,384200,9.24배
상상오리 광명점,14374043,mydo511,2026-01,1.28,42978,5013,58,10,353600,7.48배
상상오리 광명점,14374043,mydo511,2026-01,1.29,40755,5875,55,10,345700,7.7배
상상오리 광명점,14374043,mydo511,2026-01,1.30,60762,5980,82,8,302200,4.71배
상상오리 광명점,14374043,mydo511,2026-01,1.31,56316,6604,76,6,223300,3.64배
상상오리 광명점,14374043,mydo511,2026-02,2.1,73359,6145,99,15,587900,7.47배
상상오리 광명점,14374043,mydo511,2026-02,2.2,54093,4539,73,9,325800,5.62배
상상오리 광명점,14374043,mydo511,2026-02,2.3,60021,5651,81,11,424500,6.57배
상상오리 광명점,14374043,mydo511,2026-02,2.4,43719,4069,59,15,606300,12.89배
상상오리 광명점,14374043,mydo511,2026-02,2.5,45942,4415,62,8,348600,7.3배
상상오리 광명점,14374043,mydo511,2026-02,2.6,52611,6295,71,11,405000,7.13배
상상오리 광명점,14374043,mydo511,2026-02,2.7,85956,6806,116,21,890800,9.76배
상상오리 광명점,14374043,mydo511,2026-02,2.8,90402,7216,122,21,871600,9.09배
상상오리 광명점,14374043,mydo511,2026-02,2.9,56316,5400,76,7,288800,4.87배
상상오리 광명점,14374043,mydo511,2026-02,2.10,60021,4290,81,20,724700,11.17배
상상오리 광명점,14374043,mydo511,2026-02,2.11,51129,3588,69,13,493700,9.05배
상상오리 광명점,14374043,mydo511,2026-02,2.12,35568,3609,48,8,321100,8.38배
상상오리 광명점,14374043,mydo511,2026-02,2.13,48906,4015,66,15,584400,10.87배
상상오리 광명점,14374043,mydo511,2026-02,2.14,57798,3667,78,25,960500,15.66배
상상오리 광명점,14374043,mydo511,2026-02,2.15,51129,3427,69,20,858800,16배
상상오리 광명점,14374043,mydo511,2026-02,2.16,51129,3924,69,10,388300,7.05배
상상오리 광명점,14374043,mydo511,2026-02,2.17,55575,6310,75,12,445800,7.52배
상상오리 광명점,14374043,mydo511,2026-02,2.18,31122,3708,42,5,178500,5.32배
상상오리 광명점,14374043,mydo511,2026-02,2.19,35568,2020,48,9,340600,8.99배
상상오리 광명점,14374043,mydo511,2026-02,2.20,31122,1777,42,9,313300,9.23배
상상오리 광명점,14374043,mydo511,2026-02,2.21,44460,1686,60,19,706300,14.8배
상상오리 광명점,14374043,mydo511,2026-02,2.22,37791,2442,51,15,542000,12.91배
상상오리 광명점,14374043,mydo511,2026-02,2.23,0,0,0,0,0,0배
상상오리 광명점,14374043,mydo511,2026-02,2.24,0,0,0,0,0,0배
상상오리 광명점,14374043,mydo511,2026-02,2.25,0,0,0,0,0,0배
상상오리 광명점,14374043,mydo511,2026-02,2.26,0,0,0,0,0,0배
상상오리 광명점,14374043,mydo511,2026-02,2.27,0,0,0,0,0,0배
상상오리 광명점,14374043,mydo511,2026-02,2.28,0,0,0,0,0,0배
상상오리 광안리점,14781019,ssdkbs1,2025-09,9.1,100251,4784,141,21,797500,7.36배
상상오리 광안리점,14781019,ssdkbs1,2025-09,9.2,54747,1100,77,9,366000,6.1배
상상오리 광안리점,14781019,ssdkbs1,2025-09,9.3,46926,1289,66,5,204700,4.09배
상상오리 광안리점,14781019,ssdkbs1,2025-09,9.4,157131,5610,221,22,823400,4.89배
